OBJECTID,PROJECT_ID,FISCAL_YEAR,CONSTRUCTION_YEAR,CONCEPT_CODE,CONCEPT_DESCRIPTION,WORK_CONCEPT,SUB_PROGRAM_CODE,SUB_PROGRAM_DESCRIPTION,ROUTE_TYPE,ROUTE_NAME,ROUTE,COUNTY,TITLE,LIMITS,MILES,REGION,CONSTRUCTION_COST_RANGE_WD,LAST_REFRESH_DATE,WORK_DESCRIPTION,ASSEMBLY_DISTRICT_NUMBERS,CONGRESSIONAL_DISTRICT_NUMBERS,SENATE_DISTRICT_NUMBERS
201849,15500482,2022,2022,MISC  ,MISCELLANEOUS,CONSTR/SFTY/RMBLSTRP/WIDN PVD SHLDR,303,STATE HIGHWAY REHABILITATION                                               ,US,063,US 063,POLK                          ,CLEAR LAKE - CUMBERLAND,CTH J TO USH 8,7.05,NW,"$250,000 - $499,999",2021/07/24 08:34:36+00,"This project consists of CIR and overlaying the existing pavement, widening and paving shoulders with rumble strips, and all incidentals necessary.","28,75",7,"25,10"
201850,41502671,2024,2024,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION",CONST/BOX CULVERT REPLACEMENT,303,STATE HIGHWAY REHABILITATION                                               ,WIS,057,WIS 057,DOOR                          ,MID JUNCTION - BAILEYS HARBOR,STH 42 - SUMMIT ROAD,0.305,NE,"$2,000,000 - $2,999,999",2021/07/24 08:34:36+00,"REPLACE CULVERTS C-15-36, 43, 40, 41 ON STH 57 BETWEEN STH 42 AND SUMMIT ROAD.",1,8,1
201851,66400070,2025,2025 - 2026,RSRF10,RESURFACING (OVERLAY < 2.5 INCHES),CONST/RESURFACE,303,STATE HIGHWAY REHABILITATION                                               ,WIS,073,WIS 073,GREEN LAKE                    ,COLUMBUS - PRINCETON,N JCT STH 44 TO S JCT STH 23,9.92,NC,"$3,000,000 - $3,999,999",2021/07/24 08:34:36+00,Highway will be resurfaced.,"42,41",6,14
201852,79300871,2026 - 2027,2027,RSRF20,RESURFACING (OVERLAY >= 2.5 INCHES AND < 4 INCHES),CONST/MILL & O'LAY/B-32-181/RSRF,303,STATE HIGHWAY REHABILITATION                                               ,WIS,108,WIS 108,LA CROSSE                     ,WEST SALEM - MELROSE,OLD 16 ROAD TO NORTH COUNTY LINE,6.799,SW,"$4,000,000 - $4,999,999",2021/07/24 08:34:36+00,Pavement Replacement.,"92,94",3,"32,31"
201854,27360070,2022,2022,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION",CONST/BRIDGE REPLACEMENT P-66-0904,205,HIGHWAY AND LOCAL BRIDGE IMPROVEMENT ASSISTANCE                            ,LOC,STR,LOC STR,WASHINGTON                    ,CEDAR CREEK ROAD                   ,BRIDGE OVER BRANCH OF CEDAR CREEK  ,0,SE,"$500,000 - $749,999",2021/07/24 08:34:36+00,"CEDAR CREEK RD, BRIDGE OVER BRANCH OF CEDAR CREEK",60,5,20
201856,54000074,2022,2022,PVRPLA,PAVEMENT REPLACEMENT,CONSTURCTION/PVRPLA,303,STATE HIGHWAY REHABILITATION                                               ,US,151,US 151,DANE                          ,"C MADISON, BLAIR ST/E WASHINGTON AV",E WILSON ST TO BLOUNT ST,0.322,SW,"$750,000 - $999,999",2021/07/24 08:34:36+00,Resurface Repair and Overlay.,76,2,26
201858,61700074,2023,2023,PVRPLA,PAVEMENT REPLACEMENT,CONST/HSIP,303,STATE HIGHWAY REHABILITATION                                               ,WIS,021,WIS 021,WAUSHARA                      ,COLOMA - WAUTOMA,MADISON STREET TO STH 22,0.482,NC,"$750,000 - $999,999",2021/07/24 08:34:36+00,Resurface the roadway from I-39 to WIS 22,72,6,24
201859,13900670,2024,2024,PVRPLA,PAVEMENT REPLACEMENT,CONST/ PAVEMENT REPLACEMENT,303,STATE HIGHWAY REHABILITATION                                               ,WIS,026,WIS 026,DODGE                         ,WATERTOWN - WAUPUN,STH 33 TO 0.2 MI S OF MILLIGAN RD,12.42,SW,"$13,000,000 - $13,999,999",2021/07/24 08:34:36+00,Pavement Replacement Project,"53,42,39","5,6","18,14,13"
201860,78590071,2023,2023,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION",CONSTRUCTION/BRIDGE REPLACEMENT,205,HIGHWAY AND LOCAL BRIDGE IMPROVEMENT ASSISTANCE                            ,LOC,STR,LOC STR,CLARK                         ,"T WASHBURN, CARDINAL AVE           ",ROCK CREEK BRIDGE B-10-0401,0.006,NW,"$250,000 - $499,999",2021/07/24 08:34:36+00,Replace existing deteriorated bridge over Rock Creek with a new bridge.,69,7,23
201861,71170072,2023,2023,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION",CONST/BRIDGE REPLACEMENT,205,HIGHWAY AND LOCAL BRIDGE IMPROVEMENT ASSISTANCE                            ,County,PP ,County PP ,MONROE                        ,VILLAGE OAKDALE - STH 21           ,E FORK LEMONWEIR RV BR B-41-0320,0,SW,"$500,000 - $749,999",2021/07/24 08:34:36+00,Local Bridge Replacement Project,70,7,24
201863,31901170,2024,2024,RSRF15,RESURF (OVERLAY < 2.5 IN W/SOME FULL DEPTH PATCHG),CONST/RESURFACE,303,STATE HIGHWAY REHABILITATION                                               ,WIS,036,WIS 036,WALWORTH                      ,SPRINGFIELD TO BURLINGTON,STH 120 TO STH 11,6.197,SE,"$3,000,000 - $3,999,999",2021/07/24 08:34:36+00,"STH 36, STH 120 TO STH 11 (resurface)",32,1,11
201865,11702270,2025,2025 - 2026,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION",CONST/BRIDGE REPLACEMENT,303,STATE HIGHWAY REHABILITATION                                               ,US,051,US 051,VILAS                         ,MINOCQUA - MANITOWISH,"MANITOWISH RIVER BRIDGE, B-63-0003",0.04,NC,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,Replace deficient existing bridge with a wider one at its present location over the Manitowish River.,34,7,12
201868,65600871,2022,2022,MISC  ,MISCELLANEOUS,CONST/INTERSECTION MODIFICATION,303,STATE HIGHWAY REHABILITATION                                               ,WIS,055,WIS 055,OUTAGAMIE                     ,KAUKAUNA-SEYMOUR,CTH JJ INTERSECTION,0.02,NE,"$3,000,000 - $3,999,999",2021/07/24 08:34:36+00,KAUKAUNA-SEYMOUR INTERSECTION MODIFICATION,5,8,2
201869,43040571,2022,2021,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION",CONST/BRRPL B-36-0242,205,HIGHWAY AND LOCAL BRIDGE IMPROVEMENT ASSISTANCE                            ,County,Q  ,County Q  ,MANITOWOC                     ,"T MANITOWOC, CTH Q                 ",LITTLE MANITOWOC RIVER BRIDGE      ,0.025,NE,"$500,000 - $749,999",2021/07/24 08:34:36+00,Replace existing Bridge p360914,25,6,9
201874,16021071,2025,2025 - 2026,PVRPLA,PAVEMENT REPLACEMENT,CONST/PAVEMENT REPLACEMENT,303,STATE HIGHWAY REHABILITATION                                               ,US,045,US 045,LANGLADE                      ,"T ELCHO, ANTIGO STREET",CLINIC STREET TO OTTER LAKE LANE,0.666,NC,"$2,000,000 - $2,999,999",2021/07/24 08:34:36+00,Recondition existing street by replacing the pavement and curb and gutter.,35,7,12
201875,86100872,2024,2024,RSRF20,RESURFACING (OVERLAY >= 2.5 INCHES AND < 4 INCHES),CONSTRUCTION/RESURFACING,303,STATE HIGHWAY REHABILITATION                                               ,WIS,124,WIS 124,CHIPPEWA                      ,CHIPPEWA FALLS - BLOOMER,CTH S TO STH 64,10.61,NW,"$6,000,000 - $6,999,999",2021/07/24 08:34:36+00,"This project consists of milling and overlaying the existing pavement, concrete overlay B-09-0106, wingwall replacement B-09-0107, along with all incidentals necessary.",67,7,23
201876,51600670,2022,2022,PSRS40,SHORT TERM OVERLAY (MILL AND OVERLAY),CONST/MILL & OVERLAY/PSRS,303,STATE HIGHWAY REHABILITATION                                               ,WIS,035,WIS 035,VERNON                        ,GENOA - LACROSSE,V STODDARD N LIMIT TO N COUNTY LINE,4.09,SW,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,Mill & Overlay.,96,3,32
201879,89490071,2022,2021,RSRF20,RESURFACING (OVERLAY >= 2.5 INCHES AND < 4 INCHES),CONSTRUCTION/RESURFACING,303,STATE HIGHWAY REHABILITATION                                               ,US,012,US 012,ST. CROIX                     ,HUDSON - BALDWIN,STH 65 NORTH TO USH 63 NORTH,8.628,NW,"$5,000,000 - $5,999,999",2021/07/24 08:34:36+00,"This project consists of milling and overlaying the existing pavement, replace existing culvert C-55-0015 and modify CTH T and CTH TT intersection, along with all incidentals necessary.","30,29",7,10
201880,53300273,2024,2024,RSRF20,RESURFACING (OVERLAY >= 2.5 INCHES AND < 4 INCHES),CONSTRUCTION/RSRF20,303,STATE HIGHWAY REHABILITATION                                               ,WIS,080,WIS 080,GRANT                         ,HAZEL GREEN - PLATTEVILLE,ILLINOIS STATE LINE TO STH 11,1.79,SW,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,Pavement Replacement.,49,3,17
201883,49861271,2023,2023,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION",CONST/BRRPL P-20-0711,205,HIGHWAY AND LOCAL BRIDGE IMPROVEMENT ASSISTANCE                            ,LOC,STR,LOC STR,FOND DU LAC                   ,"C FOND DU LAC, WEST DIVISON STREET ",WEST BRANCH FOND DU LAC RIVER BRIDG,0,NE,"$2,000,000 - $2,999,999",2021/07/24 08:34:36+00,Replace bridge.,52,6,18
201884,56400472,2026 - 2027,2025 - 2026,TBD,To Be Determined,To Be Determined,303,STATE HIGHWAY REHABILITATION                                               ,WIS,113,WIS 113,COLUMBIA                      ,LODI - BARABOO,CTH J TO STH 188,4.818,SW,"$6,000,000 - $6,999,999",2021/07/24 08:34:36+00,To Be Determined,"42,81",6,"14,27"
201886,38220271,2025,2025 - 2026,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION",CONST/BRRPL,205,HIGHWAY AND LOCAL BRIDGE IMPROVEMENT ASSISTANCE                            ,LOC,STR,LOC STR,FOND DU LAC                   ,"T LAMARTINE, TOWNLINE ROAD         ",W BRANCH FOND DU LAC RIVER BRIDGE  ,0.057,NE,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,"2020-2025 Local Bridge Program; replace structure in the Town of Lamartine on Townline Road; West Branch Fond Du Lac River Bridge.",53,6,18
201889,57800372,2025,2025 - 2026,RSRF20,RESURFACING (OVERLAY >= 2.5 INCHES AND < 4 INCHES),CONST/MILL & O'LAY/B-12-79/RSRF,303,STATE HIGHWAY REHABILITATION                                               ,WIS,131,WIS 131,CRAWFORD                      ,WAUZEKA - SOLDIERS GROVE,SUNNY RIDGE ROAD TO PLEASANT STREET,14.61,SW,"$6,000,000 - $6,999,999",2021/07/24 08:34:36+00,Mill and Overlay Resurface.,96,3,32
201890,11120277,2025,2025 - 2026,MISC  ,MISCELLANEOUS,CONST/HSIP/MISC,303,STATE HIGHWAY REHABILITATION                                               ,US,151,US 151,DODGE                         ,SUN PRAIRIE - BEAVER DAM,CTH DE/JACKSON ROAD INTERSECTION,0.274,SW,"$500,000 - $749,999",2021/07/24 08:34:36+00,Improve intersection safety by adding Reduced Conflict U-Turns (RCUTs) or other approved treatments.,42,5,14
201892,29841273,2023,2023,BRRHB ,BRIDGE REHABILITATION,PE/BRIDGE REHABILITATION/P-40-0875,205,HIGHWAY AND LOCAL BRIDGE IMPROVEMENT ASSISTANCE                            ,LOC,STR,LOC STR,MILWAUKEE                     ,"C MILWAUKEE, N HOLTON ST PHASE 1","BR OVER MILW RVR, COMMERCE, WATER",0,SE,"$4,000,000 - $4,999,999",2021/07/24 08:34:36+00,"N HOLTON ST, BR OVER MILW RVR, COMMERCE, WATER-PH1 (Bridge Rehab)","16,19",4,"6,7"
201893,15901870,2025,2025 - 2026,RSRF10,RESURFACING (OVERLAY < 2.5 INCHES),CONST/RESURFACE,303,STATE HIGHWAY REHABILITATION                                               ,US,008,US 008,FOREST                        ,"C CRANDON, LAKE AVENUE",GLEN STREET TO PIONEER STREET,0.49,NC,"$250,000 - $499,999",2021/07/24 08:34:36+00,Resurface the roadway from Glen Street to Pioneer Street.,36,7,12
201895,16104170,2022,2022,RSRF10,RESURFACING (OVERLAY < 2.5 INCHES),CONST/RESURFACE,303,STATE HIGHWAY REHABILITATION                                               ,WIS,013,WIS 013,PRICE                         ,MEDFORD - PRENTICE,TAYLOR COUNTY LINE TO CTH A NORTH,13.71,NC,"$4,000,000 - $4,999,999",2021/07/24 08:34:36+00,Remove top layer of pavement and apply a new surface.,74,7,25
201896,38100071,2022,2022,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION",CONST OPS/BRIDGE REPLACEMENT,205,HIGHWAY AND LOCAL BRIDGE IMPROVEMENT ASSISTANCE                            ,LOC,STR,LOC STR,DODGE                         ,"TOWN OF EMMET, APPLE RD            ","SILVER CREEK BRIDGE, B-14-0223",0.084,SW,"$250,000 - $499,999",2021/07/24 08:34:36+00,Bridge Replacement project,37,5,13
201898,69330076,2022,2022,RSRF10,RESURFACING (OVERLAY < 2.5 INCHES),CONSTR/RESURFACE,303,STATE HIGHWAY REHABILITATION                                               ,WIS,173,WIS 173,WOOD                          ,BABCOCK - NEKOOSA,CTH G (N) TO STH 73,2.77,NC,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,Remove top layer of the pavement and apply a new surface.,70,3,24
201901,80100179,2026 - 2027,2025 - 2026,RSRF20,RESURFACING (OVERLAY >= 2.5 INCHES AND < 4 INCHES),CONSTRUCTION/RESURFACING,303,STATE HIGHWAY REHABILITATION                                               ,WIS,035,WIS 035,BURNETT                       ,SIREN - DANBURY,LANQUIST ST TO STH 70 E,2.56,NW,"$6,000,000 - $6,999,999",2021/07/24 08:34:36+00,"This project consists of milling and overlaying the existing pavement, along with all incidentals necessary.",28,7,10
201902,16930573,2022,2022,RECST ,"RECONSTRUCTION, PRESERVATION",CONST/WATER MAIN/RECST,303,STATE HIGHWAY REHABILITATION                                               ,WIS,069,WIS 069,DANE                          ,NEW GLARUS - VERONA,CTH D TO V BELLEVILLE NORTH LIMIT,0.86,SW,"$500,000 - $749,999",2021/07/24 08:34:36+00,EBS and pave existing roadway.  Widen shoulders and improve intersections and sideslopes if needed.,80,2,27
201903,82100071,2024,2024,RSRF20,RESURFACING (OVERLAY >= 2.5 INCHES AND < 4 INCHES),CONSTRUCTION/RESURFACE,303,STATE HIGHWAY REHABILITATION                                               ,WIS,073,WIS 073,TAYLOR                        ,THORP - INGRAM,PARK ST TO STH 64 E,11.506,NW,"$6,000,000 - $6,999,999",2021/07/24 08:34:36+00,"This project consists of milling and overlaying the existing pavement, along with all incidentals necessary.","87,68",7,"29,23"
201904,51600772,2026 - 2027,2025 - 2026,TBD,To Be Determined,To Be Determined,303,STATE HIGHWAY REHABILITATION                                               ,WIS,035,WIS 035,CRAWFORD                      ,PRAIRIE DU CHIEN - GENOA,CTH E TO OLD HWY 35,14.33,SW,"$7,000,000 - $7,999,999",2021/07/24 08:34:36+00,To Be Determined,96,3,32
201906,13200773,2024,2024,MISC  ,MISCELLANEOUS,HSIP/ROUND ABOUT,303,STATE HIGHWAY REHABILITATION                                               ,WIS,011,WIS 011,RACINE                        ,STH 11,CTH J,0.004,SE,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,"STH 11, CTH J (safety)",63,1,21
201907,40800671,2023,2023,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION",CONST/BRIDGE REPLACEMENT B-20-0154,303,STATE HIGHWAY REHABILITATION                                               ,US,045,US 045,FOND DU LAC                   ,KEWASKUM-EDEN,MILWAUKEE RIVER BRIDGE,0,NE,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,KEWASKUM-EDEN CULVERT REPLACEMENT B-20-0154,59,6,20
201909,10930181,2025,2025 - 2026,RSRF30,RESURFACING (OVERLAY >= 4 INCHES),CONSTRUCTION/RSRF30,303,STATE HIGHWAY REHABILITATION                                               ,I-,043,I-043,ROCK                          ,BELOIT - ELKHORN,"CTH X TO STH 140; B-53-111 & 113",5.87,SW,"$15,000,000 - $16,999,999",2021/07/24 08:34:36+00,Resurface roadway.  Reconstruct 500 feet of pavement at bridges.  Repair and overlay select bridge decks.,31,"1,2",11
201912,27070870,2026 - 2027,2025 - 2026,TBD,To Be Determined,To Be Determined,303,STATE HIGHWAY REHABILITATION                                               ,VAR,HWY,VAR HWY,WASHINGTON                    ,"SOUTHEAST REGION, ADA CURB RAMPS",WEST BEND AREA VAR LOC PER PLAN,5.744,SE,"$3,000,000 - $3,999,999",2021/07/24 08:34:36+00,To Be Determined,"58,60",5,20
201913,57300080,2022,2022,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION",CONST/BRIDGE REPLACEMENT/BRRPL,303,STATE HIGHWAY REHABILITATION                                               ,WIS,056,WIS 056,VERNON                        ,VIROQUA - RICHLAND CENTER,BISHOP BRANCH BRIDGE B-62-258,0.214,SW,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,Bridge Replacement.,96,3,32
201914,53100278,2024,2024,MISC  ,MISCELLANEOUS,CONST/LT TURN/MONOTUBES/MISC,303,STATE HIGHWAY REHABILITATION                                               ,US,014,US 014,DANE                          ,SPRING GREEN - MADISON,DEMING WAY INTERSECTION,0.324,SW,"$500,000 - $749,999",2021/07/24 08:34:36+00,"Improve intersection safety by providing a protected left phase, increasing the left turn storage and adding monotube traffic signals.",79,2,27
201918,73560070,2022,2022,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION",CONSTRUCTION/BRRPL,205,HIGHWAY AND LOCAL BRIDGE IMPROVEMENT ASSISTANCE                            ,County,OO ,County OO ,BUFFALO                       ,PRAIRIE MOON ROAD - CTH O          ,BR ROSE VALLEY CREEK BR B-06-0197,0.008,NW,"$250,000 - $499,999",2021/07/24 08:34:36+00,Replace existing deteriorated bridge.,92,3,31
201919,92050360,2025,2025 - 2026,RSRF10,RESURFACING (OVERLAY < 2.5 INCHES),CONST/RESURFACE,303,STATE HIGHWAY REHABILITATION                                               ,WIS,155,WIS 155,VILAS                         ,SAINT GERMAIN - SAYNER,STH 70 TO LAKE STREET,6.94,NC,"$2,000,000 - $2,999,999",2021/07/24 08:34:36+00,Mill and fill roadway following preventive maintenance guidelines.,34,7,12
201920,87710070,2022,2022,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION",CONSTRUCTION/BRRPL,205,HIGHWAY AND LOCAL BRIDGE IMPROVEMENT ASSISTANCE                            ,County,M  ,County M  ,RUSK                          ,HAWKINS - NCL                      ,SKINNER CREEK BRIDGE B-54-0135,0.006,NW,"$500,000 - $749,999",2021/07/24 08:34:36+00,Replace existing deteriorated bridge over Skinner Creek with new bridge.,87,7,29
201922,10200073,2025,2025 - 2026,RSRF30,RESURFACING (OVERLAY >= 4 INCHES),CONSTRUCTION/RESURFACE,303,STATE HIGHWAY REHABILITATION                                               ,I-,094,I-094,ST. CROIX                     ,BALDWIN - MENOMONIE,CTH BB TO STH 128 (EB & WB),5.814,NW,"$9,000,000 - $9,999,999",2021/07/24 08:34:36+00,"This project consists of milling and overlaying the existing pavement, along with all incidentals necessary.",29,7,10
201923,16400377,2026 - 2027,2025 - 2026,TBD,To Be Determined,To Be Determined,303,STATE HIGHWAY REHABILITATION                                               ,US,014,US 014,SAUK                          ,RICHLAND CENTER - SPRING GREEN,RICHLAND CO LINE TO WISCONSIN RIVER,7.965,SW,"$4,000,000 - $4,999,999",2021/07/24 08:34:36+00,To Be Determined,51,2,17
201925,44301971,2023,2023,RSRF20,RESURFACING (OVERLAY >= 2.5 INCHES AND < 4 INCHES),CONST/RESURF RW-NO,303,STATE HIGHWAY REHABILITATION                                               ,WIS,042,WIS 042,DOOR                          ,"STH 42, CITY OF STURGEON BAY",S JUNCTION STH 57-BAY VIEW BRIDGE,7.232,NE,"$7,000,000 - $7,999,999",2021/07/24 08:34:36+00,"STH 42, CITY OF STURGEON BAY PATCH AND OVERLAY",1,8,1
201926,87980073,2026 - 2027,2025 - 2026,BRRHB ,BRIDGE REHABILITATION,CONSTRUCTION/CONCRETE OVERLAY,303,STATE HIGHWAY REHABILITATION                                               ,County,D  ,County D  ,BARRON                        ,"C CHETEK, SUMNER AVE",LAKE CHETEK BRIDGE B-03-0036,0.157,NW,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,Concrete overlay on bridge.,75,7,25
201927,31100075,2026 - 2027,2025 - 2026,TBD,To Be Determined,To Be Determined,303,STATE HIGHWAY REHABILITATION                                               ,WIS,059,WIS 059,JEFFERSON                     ,WHITEWATER - NORTH PRAIRIE,STH 106 TO EAST COUNTY LINE,2.51,SW,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,To Be Determined,33,5,11
201928,81100172,2025,2025 - 2026,BRRHB ,BRIDGE REHABILITATION,CONSTRUCTION/BRIDGE REHAB,303,STATE HIGHWAY REHABILITATION                                               ,WIS,064,WIS 064,DUNN                          ,CONNORSVILLE - BLOOMER,CTH O TO NORTH JCT CTH W,12.39,NW,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,"This project consists of milling and overlaying the existing pavement, concrete overlay B-17-0169, bridge replace B-17-0080, along with all incidentals necessary.",67,3,23
201930,99250070,2025,2025 - 2026,RSRF20,RESURFACING (OVERLAY >= 2.5 INCHES AND < 4 INCHES),CONSTRUCTION/RESURFACING,303,STATE HIGHWAY REHABILITATION                                               ,WIS,169,WIS 169,ASHLAND                       ,MELLEN - USH 2,STH 13 TO ASHLAND/IRON CO LN,10.29,NW,"$4,000,000 - $4,999,999",2021/07/24 08:34:36+00,"This project consists of milling and overlaying the existing pavement, along with all incidentals necessary.",74,7,25
201931,80800875,2025,2025 - 2026,PSRS30,SOME COMBO OF PATCH/RUT/REPAIR/SEAL/CRACK/GRIND,CONSTR/CONCRETE REPAIR & REPLACEMNT,303,STATE HIGHWAY REHABILITATION                                               ,WIS,035,WIS 035,ST. CROIX                     ,HUDSON - SOMERSET,150TH AVE TO CTH C,6.51,NW,"$3,000,000 - $3,999,999",2021/07/24 08:34:36+00,"This project consists of concrete repair of the existing pavement, along with all incidentals necessary.","28,30",7,10
